"Município";"Renda média domic. per capita"
"220310 CRISTINO CASTRO";246,15
"220320 CURIMATA";244,55
"220323 CURRAIS";99,15
"220325 CURRALINHOS";86,24
"220327 CURRAL NOVO DO PIAUI";133,58
"220330 DEMERVAL LOBAO";161,57
"220335 DIRCEU ARCOVERDE";167,45
"220340 DOM EXPEDITO LOPES";218,11
"220342 DOMINGOS MOURAO";77,51
"220345 DOM INOCENCIO";127,36
"220350 ELESBAO VELOSO";140,65
"220360 ELISEU MARTINS";156,08
"220370 ESPERANTINA";168,86
"220375 FARTURA DO PIAUI";150,42
"220380 FLORES DO PIAUI";125,86
"220385 FLORESTA DO PIAUI";108,26
"220390 FLORIANO";339,09
"220400 FRANCINOPOLIS";91,15
"220410 FRANCISCO AYRES";125,01
"220415 FRANCISCO MACEDO";114,65
"220420 FRANCISCO SANTOS";184,43
"220430 FRONTEIRAS";232,97
"220435 GEMINIANO";109,40
"220440 GILBUES";171,79
"220450 GUADALUPE";223,51
"220455 GUARIBAS";91,67
"220460 HUGO NAPOLEAO";108,15
"220465 ILHA GRANDE";129,01
"220470 INHUMA";206,93
"220480 IPIRANGA DO PIAUI";158,25
"220490 ISAIAS COELHO";108,56
"220500 ITAINOPOLIS";206,25
"220510 ITAUEIRA";229,57
"220515 JACOBINA DO PIAUI";116,85
"220520 JAICOS";165,78
"220525 JARDIM DO MULATO";114,38
"220527 JATOBA DO PIAUI";145,79
"220530 JERUMENHA";129,17
"220535 JOAO COSTA";114,85
"220540 JOAQUIM PIRES";125,73
"220545 JOCA MARQUES";109,42
"220550 JOSE DE FREITAS";157,89
"220551 JUAZEIRO DO PIAUI";104,20
"220552 JULIO BORGES";82,55
"220553 JUREMA";115,28
"220554 LAGOINHA DO PIAUI";126,38
"220555 LAGOA ALEGRE";112,26
"220556 LAGOA DO BARRO DO PIAUI";107,55
"220557 LAGOA DE SAO FRANCISCO";90,68
"220558 LAGOA DO PIAUI";105,24
"220559 LAGOA DO SITIO";100,10
"220560 LANDRI SALES";169,80
"220570 LUIS CORREIA";142,26
"220580 LUZILANDIA";146,60
"220585 MADEIRO";99,63
"220590 MANOEL EMIDIO";130,73
"220595 MARCOLANDIA";185,30
"220600 MARCOS PARENTE";204,19
"220605 MASSAPE DO PIAUI";118,98
"220610 MATIAS OLIMPIO";118,12
"220620 MIGUEL ALVES";113,15
"220630 MIGUEL LEAO";157,49
"220635 MILTON BRANDAO";64,72
"220640 MONSENHOR GIL";150,42
"220650 MONSENHOR HIPOLITO";244,37
"220660 MONTE ALEGRE DO PIAUI";127,36
"220665 MORRO CABECA NO TEMPO";79,38
"220667 MORRO DO CHAPEU DO PIAUI";84,35
"220669 MURICI DOS PORTELAS";111,50
"220670 NAZARE DO PIAUI";108,63
"220675 NOSSA SENHORA DE NAZARE";100,96
"220680 NOSSA SENHORA DOS REMEDIOS";112,70
"220690 NOVO ORIENTE DO PIAUI";159,04
"220695 NOVO SANTO ANTONIO";77,34
"220700 OEIRAS";214,09
"220710 OLHO D'AGUA DO PIAUI";108,76
"220720 PADRE MARCOS";117,80
"220730 PAES LANDIM";126,63
"220735 PAJEU DO PIAUI";172,15
"220740 PALMEIRA DO PIAUI";164,26
"220750 PALMEIRAIS";122,62
"220755 PAQUETA";100,15
"220760 PARNAGUA";134,43
"220770 PARNAIBA";324,83
"220775 PASSAGEM FRANCA DO PIAUI";121,64
"220777 PATOS DO PIAUI";140,40
"220780 PAULISTANA";173,78
"220785 PAVUSSU";107,29
"220790 PEDRO II";127,18
"220793 PEDRO LAURENTINO";107,86
"220795 NOVA SANTA RITA";85,43
"220800 PICOS";345,51
"220810 PIMENTEIRAS";113,01
"220820 PIO IX";154,67
"220830 PIRACURUCA";146,09
"220840 PIRIPIRI";209,12
"220850 PORTO";110,16
"220855 PORTO ALEGRE DO PIAUI";102,10
"220860 PRATA DO PIAUI";138,63
"220865 QUEIMADA NOVA";90,18
"220870 REDENCAO DO GURGUEIA";123,88
"220880 REGENERACAO";152,95
"220885 RIACHO FRIO";150,38
"220887 RIBEIRA DO PIAUI";80,31
"220890 RIBEIRO GONCALVES";237,53
"220900 RIO GRANDE DO PIAUI";169,34
"220910 SANTA CRUZ DO PIAUI";193,34
"220915 SANTA CRUZ DOS MILAGRES";112,17
"220920 SANTA FILOMENA";156,93
"220930 SANTA LUZ";121,58
"220935 SANTANA DO PIAUI";119,75
"220937 SANTA ROSA DO PIAUI";135,69
"220940 SANTO ANTONIO DE LISBOA";232,31
"220945 SANTO ANTONIO DOS MILAGRES";99,93
"220950 SANTO INACIO DO PIAUI";184,14
"220955 SAO BRAZ DO PIAUI";129,59
"220960 SAO FELIX DO PIAUI";161,91
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";90,28
"220970 SAO FRANCISCO DO PIAUI";106,82
"220975 SAO GONCALO DO GURGUEIA";128,13
"220980 SAO GONCALO DO PIAUI";130,98
"220985 SAO JOAO DA CANABRAVA";120,59
"220987 SAO JOAO DA FRONTEIRA";148,72
"220990 SAO JOAO DA SERRA";102,15
"220995 SAO JOAO DA VARJOTA";125,28
"220997 SAO JOAO DO ARRAIAL";115,91
"221000 SAO JOAO DO PIAUI";214,50
"221005 SAO JOSE DO DIVINO";104,89
"221010 SAO JOSE DO PEIXE";140,55
"221020 SAO JOSE DO PIAUI";111,91
"221030 SAO JULIAO";182,13
"221035 SAO LOURENCO DO PIAUI";124,00
"221037 SAO LUIS DO PIAUI";113,03
"221038 SAO MIGUEL DA BAIXA GRANDE";104,73
"221039 SAO MIGUEL DO FIDALGO";63,74
"221040 SAO MIGUEL DO TAPUIO";112,53
"221050 SAO PEDRO DO PIAUI";150,00
"221060 SAO RAIMUNDO NONATO";231,76
"221062 SEBASTIAO BARROS";102,40
"221063 SEBASTIAO LEAL";113,39
"221065 SIGEFREDO PACHECO";98,68
"221070 SIMOES";130,90
"221080 SIMPLICIO MENDES";244,20
"221090 SOCORRO DO PIAUI";101,45
"221093 SUSSUAPARA";145,05
"221095 TAMBORIL DO PIAUI";123,81
"221097 TANQUE DO PIAUI";113,27
"221100 TERESINA";492,95
"221110 UNIAO";126,99
"221120 URUCUI";177,90
"221130 VALENCA DO PIAUI";272,33
"221135 VARZEA BRANCA";84,24
"221140 VARZEA GRANDE";168,94
"221150 VERA MENDES";106,43
"221160 VILA NOVA DO PIAUI";141,06
"221170 WALL FERRAZ";122,13
"230010 ABAIARA";142,96
"230015 ACARAPE";156,06
"230020 ACARAU";159,48
"230030 ACOPIARA";176,95
"230040 AIUABA";99,24
"230050 ALCANTARAS";135,26
"230060 ALTANEIRA";128,94
"230070 ALTO SANTO";186,36
"230075 AMONTADA";123,93
"230080 ANTONINA DO NORTE";158,81
"230090 APUIARES";118,53
"230100 AQUIRAZ";243,23
"230110 ARACATI";212,53
"230120 ARACOIABA";142,70
"230125 ARARENDA";127,63
"230130 ARARIPE";129,41
"230140 ARATUBA";123,36
"230150 ARNEIROZ";110,71
"230160 ASSARE";127,09
"230170 AURORA";137,20
"230180 BAIXIO";131,22
"230185 BANABUIU";167,14
"230190 BARBALHA";228,46
"230195 BARREIRA";148,16
"230200 BARRO";167,95
"230205 BARROQUINHA";117,91
"230210 BATURITE";208,83
"230220 BEBERIBE";159,23
"230230 BELA CRUZ";121,26
"230240 BOA VIAGEM";162,46
"230250 BREJO SANTO";225,15
"230260 CAMOCIM";196,22
"230270 CAMPOS SALES";245,30
"230280 CANINDE";151,84
"230290 CAPISTRANO";108,61
"230300 CARIDADE";133,42
"230310 CARIRE";133,11
"230320 CARIRIACU";123,10
"230330 CARIUS";129,02
"230340 CARNAUBAL";150,30
"230350 CASCAVEL";228,54
"230360 CATARINA";105,64
"230365 CATUNDA";106,73
"230370 CAUCAIA";255,02
"230380 CEDRO";188,45
"230390 CHAVAL";136,93
"230393 CHORO";102,54
"230395 CHOROZINHO";163,11
"230400 COREAU";127,59
"230410 CRATEUS";238,36
"230420 CRATO";330,36
"230423 CROATA";105,06
"230425 CRUZ";143,29
"230426 DEPUTADO IRAPUAN PINHEIRO";171,45
"230427 ERERE";158,83
"230428 EUSEBIO";210,51
"230430 FARIAS BRITO";143,45
"230435 FORQUILHA";182,53
"230440 FORTALEZA";603,29
"230445 FORTIM";207,54
"230450 FRECHEIRINHA";139,86
"230460 GENERAL SAMPAIO";109,70
"230465 GRACA";102,64
"230470 GRANJA";108,22
"230480 GRANJEIRO";95,35
"230490 GROAIRAS";161,49
"230495 GUAIUBA";140,24
"230500 GUARACIABA DO NORTE";154,21
"230510 GUARAMIRANGA";165,85
"230520 HIDROLANDIA";141,83
"230523 HORIZONTE";247,38
"230526 IBARETAMA";124,02
"230530 IBIAPINA";156,19
"230533 IBICUITINGA";126,46
"230535 ICAPUI";178,64
"230540 ICO";170,42
"230550 IGUATU";296,71
"230560 INDEPENDENCIA";193,66
"230565 IPAPORANGA";104,16
"230570 IPAUMIRIM";164,10
"230580 IPU";188,90
"230590 IPUEIRAS";132,06
"230600 IRACEMA";217,77
"230610 IRAUCUBA";121,85
"230620 ITAICABA";147,30
"230625 ITAITINGA";189,91
"230630 ITAPAGE";180,15
"230640 ITAPIPOCA";163,08
"230650 ITAPIUNA";136,22
"230655 ITAREMA";124,31
"230660 ITATIRA";106,42
"230670 JAGUARETAMA";171,47
"230680 JAGUARIBARA";168,44
"230690 JAGUARIBE";235,31
"230700 JAGUARUANA";167,38
"230710 JARDIM";129,72
"230720 JATI";183,21
"230725 JIJOCA DE JERICOACOARA";187,47
"230730 JUAZEIRO DO NORTE";289,57
"230740 JUCAS";128,83
"230750 LAVRAS DA MANGABEIRA";138,71
"230760 LIMOEIRO DO NORTE";259,90
"230763 MADALENA";146,21
"230765 MARACANAU";255,22
"230770 MARANGUAPE";206,55
"230780 MARCO";156,60
"230790 MARTINOPOLE";110,48
"230800 MASSAPE";135,48
"230810 MAURITI";166,01
"230820 MERUOCA";156,63
"230830 MILAGRES";154,88
"230835 MILHA";158,32
"230837 MIRAIMA";92,61
"230840 MISSAO VELHA";190,82
"230850 MOMBACA";147,68
"230860 MONSENHOR TABOSA";117,63
"230870 MORADA NOVA";214,80
"230880 MORAUJO";104,92
"230890 MORRINHOS";130,17
"230900 MUCAMBO";154,89
"230910 MULUNGU";180,40
"230920 NOVA OLINDA";181,05
"230930 NOVA RUSSAS";202,89
"230940 NOVO ORIENTE";154,41
"230945 OCARA";112,08
"230950 OROS";152,56
"230960 PACAJUS";207,28
"230970 PACATUBA";196,69
"230980 PACOTI";159,27
"230990 PACUJA";145,06
"231000 PALHANO";124,27
"231010 PALMACIA";139,52
"231020 PARACURU";159,99
"231025 PARAIPABA";166,94
"231030 PARAMBU";133,94
"231040 PARAMOTI";111,82
"231050 PEDRA BRANCA";161,34
"231060 PENAFORTE";178,96
"231070 PENTECOSTE";167,63
"231080 PEREIRO";136,77
"231085 PINDORETAMA";206,39
"231090 PIQUET CARNEIRO";137,65
"231095 PIRES FERREIRA";127,66
"231100 PORANGA";122,28
"231110 PORTEIRAS";168,98
"231120 POTENGI";154,54
"231123 POTIRETAMA";129,58
"231126 QUITERIANOPOLIS";142,32
"231130 QUIXADA";198,60
"231135 QUIXELO";130,19
"231140 QUIXERAMOBIM";168,88
"231150 QUIXERE";160,41
"231160 REDENCAO";153,36
"231170 RERIUTABA";152,59
"231180 RUSSAS";217,00
"231190 SABOEIRO";106,97
"231195 SALITRE";111,35
"231200 SANTANA DO ACARAU";156,38
"231210 SANTANA DO CARIRI";115,39
"231220 SANTA QUITERIA";160,88
"231230 SAO BENEDITO";178,85
"231240 SAO GONCALO DO AMARANTE";159,72
"231250 SAO JOAO DO JAGUARIBE";221,47
"231260 SAO LUIS DO CURU";199,76
"231270 SENADOR POMPEU";205,23
"231280 SENADOR SA";84,64
"231290 SOBRAL";297,56
"231300 SOLONOPOLE";163,60
"231310 TABULEIRO DO NORTE";243,56
"231320 TAMBORIL";113,26
"231325 TARRAFAS";85,38
"231330 TAUA";206,67
"231335 TEJUCUOCA";111,61
"231340 TIANGUA";181,82
"231350 TRAIRI";121,12
"231355 TURURU";107,50
"231360 UBAJARA";214,06
"231370 UMARI";124,90
"231375 UMIRIM";113,91
"231380 URUBURETAMA";149,16
"231390 URUOCA";112,09
"231395 VARJOTA";178,19
"231400 VARZEA ALEGRE";158,94
"231410 VICOSA DO CEARA";112,75
"240010 ACARI";259,86
"240020 ACU";277,89
"240030 AFONSO BEZERRA";181,86
"240040 AGUA NOVA";92,22
"240050 ALEXANDRIA";155,89
"240060 ALMINO AFONSO";155,46
"240070 ALTO DO RODRIGUES";289,37
"240080 ANGICOS";233,56
"240090 ANTONIO MARTINS";121,61
"240100 APODI";172,90
"240110 AREIA BRANCA";286,75
"240120 ARES";181,92
"240130 AUGUSTO SEVERO";189,95
"240140 BAIA FORMOSA";150,94
"240145 BARAUNA";176,86
"240150 BARCELONA";149,14
"240160 BENTO FERNANDES";94,65
"240165 BODO";146,63
"240170 BOM JESUS";162,27
"240180 BREJINHO";185,37
"240185 CAICARA DO NORTE";132,31
"240190 CAICARA DO RIO DO VENTO";135,14
"240200 CAICO";406,33
"240210 CAMPO REDONDO";165,46
"240220 CANGUARETAMA";141,70
"240230 CARAUBAS";171,61
"240240 CARNAUBA DOS DANTAS";320,81
"240250 CARNAUBAIS";256,73
"240260 CEARA-MIRIM";201,73
"240270 CERRO CORA";138,20
"240280 CORONEL EZEQUIEL";126,29
"240290 CORONEL JOAO PESSOA";108,82
"240300 CRUZETA";337,84
"240310 CURRAIS NOVOS";335,61
"240320 DOUTOR SEVERIANO";106,46
"240325 PARNAMIRIM";517,25
"240330 ENCANTO";143,43
"240340 EQUADOR";193,93
"240350 ESPIRITO SANTO";137,92
"240360 EXTREMOZ";271,63
"240370 FELIPE GUERRA";160,07
"240375 FERNANDO PEDROZA";207,09
"240380 FLORANIA";200,45
"240390 FRANCISCO DANTAS";177,67
"240400 FRUTUOSO GOMES";141,27
"240410 GALINHOS";139,48
"240420 GOIANINHA";210,71
"240430 GOVERNADOR DIX-SEPT ROSADO";159,99
"240440 GROSSOS";202,91
"240450 GUAMARE";179,73
"240460 IELMO MARINHO";132,17
"240470 IPANGUACU";167,26
"240480 IPUEIRA";206,89
"240485 ITAJA";168,20
"240490 ITAU";187,52
"240500 JACANA";195,88
"240510 JANDAIRA";151,70
"240520 JANDUIS";166,16
"240530 JANUARIO CICCO";125,34
"240540 JAPI";83,70
"240550 JARDIM DE ANGICOS";120,01
"240560 JARDIM DE PIRANHAS";225,78
"240570 JARDIM DO SERIDO";304,01
"240580 JOAO CAMARA";202,83
"240590 JOAO DIAS";76,34
"240600 JOSE DA PENHA";164,29
"240610 JUCURUTU";208,30
"240620 LAGOA D'ANTA";156,24
"240630 LAGOA DE PEDRAS";105,52
"240640 LAGOA DE VELHOS";145,64
"240650 LAGOA NOVA";140,78
"240660 LAGOA SALGADA";126,63
"240670 LAJES";197,93
"240680 LAJES PINTADAS";183,82
"240690 LUCRECIA";170,24
"240700 LUIS GOMES";137,92
"240710 MACAIBA";228,29
"240720 MACAU";267,76
"240725 MAJOR SALES";120,54
"240730 MARCELINO VIEIRA";146,44
"240740 MARTINS";174,35
"240750 MAXARANGUAPE";127,76
"240760 MESSIAS TARGINO";169,66
"240770 MONTANHAS";146,84
"240780 MONTE ALEGRE";156,43
"240790 MONTE DAS GAMELEIRAS";115,30
"240800 MOSSORO";352,94
"240810 NATAL";669,15
"240820 NISIA FLORESTA";243,52
"240830 NOVA CRUZ";165,57
"240840 OLHO-D'AGUA DO BORGES";170,87
"240850 OURO BRANCO";224,82
"240860 PARANA";116,56
"240870 PARAU";208,98
"240880 PARAZINHO";146,02
"240890 PARELHAS";240,94
"240895 RIO DO FOGO";132,86
"240910 PASSA E FICA";160,11
"240920 PASSAGEM";138,25
"240930 PATU";292,42
"240933 SANTA MARIA";158,49
"240940 PAU DOS FERROS";337,60
"240950 PEDRA GRANDE";145,61
"240960 PEDRA PRETA";97,05
"240970 PEDRO AVELINO";230,54
"240980 PEDRO VELHO";179,82
"240990 PENDENCIAS";199,95
"241000 PILOES";139,37
"241010 POCO BRANCO";132,31
"241020 PORTALEGRE";161,00
"241025 PORTO DO MANGUE";134,81
"241030 SERRA CAIADA";230,06
"241040 PUREZA";129,76
"241050 RAFAEL FERNANDES";158,99
"241060 RAFAEL GODEIRO";164,42
"241070 RIACHO DA CRUZ";136,79
"241080 RIACHO DE SANTANA";105,88
"241090 RIACHUELO";175,83
"241100 RODOLFO FERNANDES";199,43
"241105 TIBAU";230,25
"241110 RUY BARBOSA";130,92
"241120 SANTA CRUZ";211,58
"241140 SANTANA DO MATOS";138,42
"241142 SANTANA DO SERIDO";180,12
"241150 SANTO ANTONIO";203,39
"241160 SAO BENTO DO NORTE";188,94
"241170 SAO BENTO DO TRAIRI";126,38
"241180 SAO FERNANDO";191,08
"241190 SAO FRANCISCO DO OESTE";164,63
"241200 SAO GONCALO DO AMARANTE";229,05
"241210 SAO JOAO DO SABUGI";223,39
"241220 SAO JOSE DE MIPIBU";205,72
"241230 SAO JOSE DO CAMPESTRE";165,54
"241240 SAO JOSE DO SERIDO";334,25
"241250 SAO MIGUEL";146,40
"241255 SAO MIGUEL DO GOSTOSO";114,84
"241260 SAO PAULO DO POTENGI";210,77
"241270 SAO PEDRO";129,24
"241280 SAO RAFAEL";207,82
"241290 SAO TOME";156,49
"241300 SAO VICENTE";176,32
"241310 SENADOR ELOI DE SOUZA";134,20
"241320 SENADOR GEORGINO AVELINO";200,14
"241330 SERRA DE SAO BENTO";103,76
"241335 SERRA DO MEL";172,46
"241340 SERRA NEGRA DO NORTE";208,24
"241350 SERRINHA";137,99
"241355 SERRINHA DOS PINTOS";171,71
"241360 SEVERIANO MELO";148,57
"241370 SITIO NOVO";113,15
"241380 TABOLEIRO GRANDE";168,80
"241390 TAIPU";129,23
"241400 TANGARA";141,89
"241410 TENENTE ANANIAS";115,83
"241415 TENENTE LAURENTINO CRUZ";176,79
"241420 TIBAU DO SUL";261,16
"241430 TIMBAUBA DOS BATISTAS";339,12
"241440 TOUROS";164,51
"241445 TRIUNFO POTIGUAR";149,69
"241450 UMARIZAL";193,76
"241460 UPANEMA";127,68
"241470 VARZEA";141,87
"241475 VENHA-VER";85,15
"241480 VERA CRUZ";228,87
"241490 VICOSA";110,87
"241500 VILA FLOR";298,76
"250010 AGUA BRANCA";145,00
"250020 AGUIAR";116,20
"250030 ALAGOA GRANDE";183,89
"250040 ALAGOA NOVA";162,79
"250050 ALAGOINHA";166,00
"250053 ALCANTIL";135,15
"250057 ALGODAO DE JANDAIRA";119,85
"250060 ALHANDRA";159,79
"250070 SAO JOAO DO RIO DO PEIXE";179,85
"250073 AMPARO";148,84
"250077 APARECIDA";216,04
"250080 ARACAGI";127,71
"250090 ARARA";149,40
"250100 ARARUNA";133,65
"250110 AREIA";178,81
"250115 AREIA DE BARAUNAS";127,41
"250120 AREIAL";164,31
"250130 AROEIRAS";148,38
"250135 ASSUNCAO";168,85
"250140 BAIA DA TRAICAO";125,84
"250150 BANANEIRAS";142,57
"250153 BARAUNA";154,97
"250157 BARRA DE SANTANA";120,65
"250160 BARRA DE SANTA ROSA";133,96
"250170 BARRA DE SAO MIGUEL";180,17
"250180 BAYEUX";224,94
"250190 BELEM";164,90
"250200 BELEM DO BREJO DO CRUZ";139,25
"250205 BERNARDINO BATISTA";134,15
"250210 BOA VENTURA";130,33
"250215 BOA VISTA";242,60
"250220 BOM JESUS";149,46
"250230 BOM SUCESSO";151,12
"250240 BONITO DE SANTA FE";170,63
"250250 BOQUEIRAO";177,84
"250260 IGARACY";145,04
"250270 BORBOREMA";164,75
"250280 BREJO DO CRUZ";206,86
"250290 BREJO DOS SANTOS";176,55
"250300 CAAPORA";160,78
"250310 CABACEIRAS";186,53
"250320 CABEDELO";599,91
"250330 CACHOEIRA DOS INDIOS";150,55
"250340 CACIMBA DE AREIA";130,70
"250350 CACIMBA DE DENTRO";120,23
"250355 CACIMBAS";76,81
"250360 CAICARA";138,68
"250370 CAJAZEIRAS";291,53
"250375 CAJAZEIRINHAS";135,79
"250380 CALDAS BRANDAO";133,59
"250390 CAMALAU";145,02
"250400 CAMPINA GRANDE";444,40
"250403 CAPIM";115,01
"250407 CARAUBAS";166,53
"250410 CARRAPATEIRA";152,08
"250415 CASSERENGUE";92,16
"250420 CATINGUEIRA";147,95
"250430 CATOLE DO ROCHA";218,98
"250435 CATURITE";162,04
"250440 CONCEICAO";152,89
"250450 CONDADO";151,99
"250460 CONDE";196,87
"250470 CONGO";162,33
"250480 COREMAS";166,91
"250485 COXIXOLA";174,52
"250490 CRUZ DO ESPIRITO SANTO";151,89
"250500 CUBATI";177,30
"250510 CUITE";170,05
"250520 CUITEGI";143,40
"250523 CUITE DE MAMANGUAPE";147,75
"250527 CURRAL DE CIMA";113,72
"250530 CURRAL VELHO";128,62
"250535 DAMIAO";87,59
"250540 DESTERRO";129,00
"250550 VISTA SERRANA";255,34
"250560 DIAMANTE";119,84
"250570 DONA INES";121,83
"250580 DUAS ESTRADAS";160,71
"250590 EMAS";113,87
"250600 ESPERANCA";207,30
"250610 FAGUNDES";127,37
"250620 FREI MARTINHO";183,13
"250625 GADO BRAVO";103,99
"250630 GUARABIRA";253,01
"250640 GURINHEM";142,56
"250650 GURJAO";191,05
"250660 IBIARA";129,14
"250670 IMACULADA";99,91
"250680 INGA";168,80
"250690 ITABAIANA";203,92
"250700 ITAPORANGA";209,50
"250710 ITAPOROROCA";166,86
"250720 ITATUBA";117,56
"250730 JACARAU";135,38
"250740 JERICO";174,63
"250750 JOAO PESSOA";659,57
"250760 JUAREZ TAVORA";160,44
"250770 JUAZEIRINHO";150,33
"250780 JUNCO DO SERIDO";145,59
"250790 JURIPIRANGA";151,05
"250800 JURU";124,98
"250810 LAGOA";140,89
"250820 LAGOA DE DENTRO";138,10
"250830 LAGOA SECA";217,34
"250840 LASTRO";109,39
"250850 LIVRAMENTO";112,14
"250855 LOGRADOURO";145,82
"250860 LUCENA";150,72
"250870 MAE D'AGUA";109,85
"250880 MALTA";204,05
"250890 MAMANGUAPE";195,20
"250900 MANAIRA";119,95
"250905 MARCACAO";92,71
"250910 MARI";176,12
"250915 MARIZOPOLIS";163,13
"250920 MASSARANDUBA";155,65
"250930 MATARACA";141,03
"250933 MATINHAS";138,26
"250937 MATO GROSSO";150,08
"250939 MATUREIA";110,32
"250940 MOGEIRO";131,54
"250950 MONTADAS";142,04
"250960 MONTE HOREBE";143,44
"250970 MONTEIRO";224,14
"250980 MULUNGU";150,65
"250990 NATUBA";131,52
"251000 NAZAREZINHO";117,96
"251010 NOVA FLORESTA";163,62
"251020 NOVA OLINDA";118,96
"251030 NOVA PALMEIRA";156,02
"251040 OLHO D'AGUA";98,54
"251050 OLIVEDOS";194,17
"251060 OURO VELHO";171,50
"251065 PARARI";176,74
"251070 PASSAGEM";165,65
"251080 PATOS";320,96
"251090 PAULISTA";188,67
"251100 PEDRA BRANCA";120,32
"251110 PEDRA LAVRADA";140,27
"251120 PEDRAS DE FOGO";157,72
"251130 PIANCO";203,24
"251140 PICUI";179,32
"251150 PILAR";165,27
"251160 PILOES";126,90
"251170 PILOEZINHOS";139,53
"251180 PIRPIRITUBA";187,16
"251190 PITIMBU";163,77
"251200 POCINHOS";143,84
"251203 POCO DANTAS";127,85
"251207 POCO DE JOSE DE MOURA";163,79
"251210 POMBAL";227,99
"251220 PRATA";190,01
"251230 PRINCESA ISABEL";194,26
"251240 PUXINANA";139,91
"251250 QUEIMADAS";169,81
"251260 QUIXABA";135,59
"251270 REMIGIO";183,24
"251272 PEDRO REGIS";130,33
"251274 RIACHAO";111,61
"251275 RIACHAO DO BACAMARTE";167,35
"251276 RIACHAO DO POCO";152,33
"251278 RIACHO DE SANTO ANTONIO";121,66
"251280 RIACHO DOS CAVALOS";147,02
"251290 RIO TINTO";191,40
"251300 SALGADINHO";125,81
"251310 SALGADO DE SAO FELIX";141,12
"251315 SANTA CECILIA";90,75
"251320 SANTA CRUZ";156,55
"251330 SANTA HELENA";179,81
"251335 SANTA INES";80,21
"251340 SANTA LUZIA";231,39
"251350 SANTANA DE MANGUEIRA";101,06
"251360 SANTANA DOS GARROTES";134,38
"251365 JOCA CLAUDINO";118,47
"251370 SANTA RITA";206,54
"251380 SANTA TERESINHA";135,15
"251385 SANTO ANDRE";235,63
"251390 SAO BENTO";220,79
"251392 SAO BENTINHO";137,60
"251394 SAO DOMINGOS DO CARIRI";222,43
"251396 SAO DOMINGOS";149,75
"251398 SAO FRANCISCO";137,88
"251400 SAO JOAO DO CARIRI";206,65
"251410 SAO JOAO DO TIGRE";132,09
"251420 SAO JOSE DA LAGOA TAPADA";109,06
"251430 SAO JOSE DE CAIANA";110,97
"251440 SAO JOSE DE ESPINHARAS";141,24
"251445 SAO JOSE DOS RAMOS";149,66
"251450 SAO JOSE DE PIRANHAS";162,00
"251455 SAO JOSE DE PRINCESA";123,43
"251460 SAO JOSE DO BONFIM";122,86
"251465 SAO JOSE DO BREJO DO CRUZ";146,60
"251470 SAO JOSE DO SABUGI";175,21
"251480 SAO JOSE DOS CORDEIROS";149,75
"251490 SAO MAMEDE";220,86
"251500 SAO MIGUEL DE TAIPU";139,33
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";219,92
"251520 SAO SEBASTIAO DO UMBUZEIRO";171,17
"251530 SAPE";156,65
"251540 SAO VICENTE DO SERIDO";110,85
"251550 SERRA BRANCA";224,37
"251560 SERRA DA RAIZ";135,63
"251570 SERRA GRANDE";203,21
"251580 SERRA REDONDA";180,12
"251590 SERRARIA";129,95
"251593 SERTAOZINHO";154,05
"251597 SOBRADO";142,88
"251600 SOLANEA";198,47
"251610 SOLEDADE";201,72
"251615 SOSSEGO";121,84
"251620 SOUSA";284,62
"251630 SUME";197,81
"251640 TACIMA";118,88
"251650 TAPEROA";137,68
"251660 TAVARES";120,83
"251670 TEIXEIRA";172,38
"251675 TENORIO";147,95
"251680 TRIUNFO";162,08
"251690 UIRAUNA";239,57
"251700 UMBUZEIRO";142,53
"251710 VARZEA";168,44
"251720 VIEIROPOLIS";115,29
"251740 ZABELE";167,67
"260005 ABREU E LIMA";254,68
"260010 AFOGADOS DA INGAZEIRA";277,32
"260020 AFRANIO";141,17
"260030 AGRESTINA";213,99
"260040 AGUA PRETA";128,53
"260050 AGUAS BELAS";128,58
"260060 ALAGOINHA";179,38
"260070 ALIANCA";147,81
"260080 ALTINHO";164,78
"260090 AMARAJI";155,83
"260100 ANGELIM";160,43
"260105 ARACOIABA";148,37
"260110 ARARIPINA";226,05
"260120 ARCOVERDE";336,12
"260130 BARRA DE GUABIRABA";145,43
"260140 BARREIROS";183,65
"260150 BELEM DE MARIA";136,36
"260160 BELEM DE SAO FRANCISCO";225,19
"260170 BELO JARDIM";230,76
"260180 BETANIA";115,33
"260190 BEZERROS";228,57
"260200 BODOCO";150,65
"260210 BOM CONSELHO";158,30
"260220 BOM JARDIM";145,11
"260230 BONITO";201,43
"260240 BREJAO";125,82
"260250 BREJINHO";114,68
"260260 BREJO DA MADRE DE DEUS";202,77
"260270 BUENOS AIRES";146,19
"260280 BUIQUE";118,07
"260290 CABO DE SANTO AGOSTINHO";259,75
"260300 CABROBO";222,17
"260310 CACHOEIRINHA";247,57
"260320 CAETES";109,75
"260330 CALCADO";143,22
"260340 CALUMBI";125,91
"260345 CAMARAGIBE";340,96
"260350 CAMOCIM DE SAO FELIX";227,97
"260360 CAMUTANGA";155,03
"260370 CANHOTINHO";165,35
"260380 CAPOEIRAS";144,72
"260390 CARNAIBA";128,06
"260392 CARNAUBEIRA DA PENHA";78,47
"260400 CARPINA";337,89
"260410 CARUARU";412,37
"260415 CASINHAS";161,65
"260420 CATENDE";205,78
